Elevation,Slope,H.dist,V.dist,D.Road,Shade9,Shade12,Shade3,D.Fire,Type
3188,14,446,98,5642,216,251,166,1388,1
3226,15,350,-24,2912,199,253,188,242,2
2882,9,313,13,2003,215,220,141,1727,2
3050,2,450,105,2818,216,234,-9999,1475,1
3328,36,95,22,3412,104,224,245,1663,1
3157,11,277,10,2714,209,251,177,722,2
2927,9,295,0,859,229,222,125,2342,2
3103,11,201,49,2870,233,219,116,5920,1
2901,18,124,40,3056,224,199,103,2083,2
3048,16,0,0,3290,183,216,171,2743,1
2899,10,85,9,5009,234,223,120,1321,2
3224,8,402,29,480,211,224,149,1565,2
2958,22,150,-47,2844,248,199,68,1343,1
3261,10,750,-13,2210,193,231,178,750,1
2939,12,90,10,5538,217,250,166,3797,2
3290,15,90,-23,4196,242,217,100,2298,1
3034,1,782,69,5710,215,239,161,5796,2
2595,7,60,-10,2242,215,226,148,661,6
3135,3,42,0,2301,214,234,-9999,2689,7
2972,9,552,72,5689,206,248,179,5305,2
2965,15,283,54,4031,241,215,100,5239,2
3045,13,240,27,1115,195,219,162,242,1
3037,15,95,16,3948,242,232,115,2610,2
3099,15,510,15,5096,242,217,101,1490,1
3177,13,361,80,3711,183,237,195,1449,1
2612,7,297,70,1018,229,227,132,1310,2
3093,8,60,6,3707,214,223,145,1539,1
2990,6,446,14,1831,220,244,159,1200,1
2590,11,42,3,162,230,218,120,1405,2
3120,6,457,33,1299,207,232,163,1170,1
2736,18,543,136,1466,244,207,86,2532,2
2889,8,67,4,1852,205,226,160,999,2
3259,23,134,-4,2012,170,198,163,1594,1
2640,33,361,157,967,119,232,241,1620,2
2805,10,242,32,2230,235,224,120,2652,2
2974,19,832,176,3129,247,209,82,764,2
2600,16,242,41,1549,241,235,119,2363,3
2958,16,277,54,4637,221,204,115,3823,2
3075,18,433,27,2554,206,199,126,2771,2
2794,2,175,26,3000,219,235,153,5881,2
2944,17,543,298,1431,172,231,199,1773,2
2121,32,90,40,1365,117,208,222,646,3
2984,2,212,11,2732,220,234,150,124,1
2141,31,256,122,577,207,244,148,283,3
3249,11,485,173,864,214,215,136,912,1
2845,26,127,52,3254,180,254,198,1573,2
2890,4,510,98,4028,219,230,147,5719,1
3171,23,424,119,997,249,201,68,1846,1
3178,22,886,257,3492,157,240,220,2232,1
2897,9,134,20,1624,235,226,121,1032,2
3215,11,192,32,2382,212,250,172,720,1
3190,13,85,15,2630,185,242,197,1203,1
3117,5,301,36,1528,227,238,144,2912,1
2532,14,285,84,1172,211,210,133,1041,3
3404,13,330,-60,1913,242,228,113,3005,1
2833,27,255,100,3468,139,203,198,1364,2
3211,4,67,2,5246,213,233,158,664,1
3047,13,283,50,3378,192,248,195,1657,1
2837,4,60,-2,1182,215,231,152,1415,1
3023,22,134,10,2897,230,242,131,1510,2
2637,9,0,0,1608,236,230,126,1195,1
2138,18,30,1,1191,169,225,195,601,6
2977,16,420,145,420,179,223,183,1198,2
3236,9,698,35,1930,206,225,158,518,1
3023,12,268,52,4413,236,218,112,842,1
2905,15,313,95,313,216,205,120,582,2
3022,11,42,7,1928,222,248,158,1548,1
3090,11,514,18,3596,221,216,128,4621,2
3075,16,255,25,1136,187,213,164,67,1
2825,12,417,55,1959,232,215,113,2879,2
2955,10,300,39,5175,235,238,132,4442,2
2393,22,90,47,443,247,200,72,872,3
2907,1,391,63,3853,218,235,154,3354,2
2606,7,175,5,589,208,228,158,6148,5
3173,21,277,50,2698,211,252,166,3210,2
3128,15,300,50,2701,196,210,150,1115,1
3032,4,134,4,1262,208,238,168,2676,1
2978,14,108,25,819,243,220,103,2037,2
2910,19,30,-1,674,237,198,85,674,1
2965,9,570,69,5918,205,248,181,6285,2
3265,30,192,74,3720,247,176,36,2680,1
3041,13,540,174,5932,214,251,169,3992,2
2853,7,150,31,2673,201,243,181,2223,1
2999,25,390,148,5474,221,245,141,684,2
2982,14,323,66,5351,222,249,158,1530,2
3155,2,323,42,3820,220,234,150,3310,1
2716,15,162,42,175,236,209,100,1906,5
3290,2,607,-40,524,214,240,163,3144,1
2711,14,277,15,1418,244,226,108,841,3
2687,21,330,18,1292,198,190,122,2730,2
2873,16,85,26,3740,176,223,186,5999,2
2801,21,390,131,402,215,190,101,2496,2
3119,6,170,13,3664,214,227,150,3918,1
2805,14,256,36,3095,186,222,175,2951,2
2955,11,42,7,722,240,228,117,2402,2
3179,8,162,29,5721,199,241,182,2195,2
2899,34,180,99,792,229,152,28,655,2
3269,9,769,203,6236,197,243,185,1939,2
2965,22,484,73,2084,250,204,71,2630,2
3331,9,382,70,960,236,229,124,1259,7
3182,11,85,-4,309,230,218,120,2073,1
3330,11,335,55,2590,190,230,179,883,1
3304,25,420,77,1651,245,187,56,2783,1
2831,8,674,5,810,231,225,127,1475,2
2614,7,120,-10,914,215,224,146,6102,2
3019,2,0,0,4343,222,236,151,990,2
2942,21,607,171,726,242,195,74,1484,2
3011,8,892,192,1080,233,227,127,2379,2
3275,12,300,58,1095,224,247,154,755,1
3509,11,433,62,1307,190,236,186,1768,7
2963,8,258,32,3849,198,235,177,765,2
3355,14,175,45,3822,181,243,201,900,1
3080,2,30,1,5013,218,235,155,850,2
3124,7,30,4,2001,232,231,132,2804,2
2785,23,277,181,2165,188,186,128,2089,2
2757,3,30,1,904,220,232,149,2227,5
3007,23,492,232,721,158,208,186,1337,2
3254,16,560,9,743,245,217,96,5705,1
2362,23,212,20,1260,200,185,113,295,6
2775,6,335,32,2799,230,237,140,6713,2
2671,12,175,40,2440,237,221,113,1025,2
3045,10,426,49,2419,212,250,173,1284,2
2926,17,277,46,2287,241,208,92,612,2
2962,23,417,62,5544,159,246,221,4272,2
3133,18,162,96,2343,223,197,103,1061,1
3143,4,124,9,4231,218,230,149,1702,2
2767,34,42,22,2220,254,185,28,624,2
3211,12,210,3,2616,212,215,139,1307,1
2885,18,361,89,930,248,215,89,698,2
3331,16,480,125,1833,218,251,161,1460,1
3008,19,247,75,616,183,203,155,1727,1
3184,6,433,57,5996,204,243,-9999,2796,2
3377,6,90,9,4242,207,243,175,4137,7
2838,14,212,42,792,244,227,109,648,2
2926,11,301,23,4602,216,215,134,1924,2
3044,6,319,-28,5874,231,236,138,2742,1
2982,7,124,16,4731,233,230,130,3130,2
2757,25,150,83,1347,145,232,223,655,2
2981,8,268,33,3954,205,228,162,2266,2
2380,10,0,0,631,223,247,156,1054,6
3014,11,108,23,6076,200,221,159,3413,2
2700,4,180,27,1926,226,233,141,5356,2
2989,5,210,37,1262,217,229,149,1006,2
3142,8,30,-2,2203,226,223,131,2750,1
2779,11,0,0,480,233,218,115,964,2
2969,10,458,58,3593,208,221,150,1681,2
3175,5,335,43,6430,220,244,159,1874,2
3065,22,210,58,4993,250,207,74,2809,2
3038,8,67,8,4687,232,226,126,690,2
2948,9,402,79,2178,224,220,130,2242,2
2983,5,175,27,1269,225,241,151,1605,2
3066,5,192,26,2922,228,231,137,1433,2
2733,6,90,-2,1194,231,234,136,726,2
3209,20,382,118,3822,243,233,110,716,2
3271,7,120,-22,4200,233,232,131,2208,1
3104,13,234,-22,2320,228,246,148,1805,2
2408,14,150,41,680,182,244,201,1436,6
2774,9,108,24,2888,235,228,123,5763,2
2838,19,60,21,1560,200,196,127,2703,2
3352,9,351,70,2093,236,230,125,2443,1
2975,23,391,-1,4751,152,236,221,247,2
2916,10,242,57,886,202,222,158,2100,2
3030,15,531,-27,1034,243,231,113,1382,2
2532,4,182,-10,525,226,236,145,1082,2
2954,8,408,9,2202,223,222,134,2301,2
2972,5,510,27,4308,215,230,153,5541,2
2905,25,150,64,799,158,195,171,1495,2
3322,11,577,108,990,237,236,128,2583,2
2931,6,228,15,4892,221,245,159,2599,2
2670,13,212,41,1148,213,211,132,930,3
3337,17,95,16,2001,185,251,202,2014,1
2605,20,42,-1,1598,185,254,201,1339,2
3118,21,153,59,644,169,249,215,1500,2
2960,6,684,163,2377,229,232,137,1661,2
3075,24,408,-28,1315,148,216,205,2992,1
3326,7,674,53,957,202,234,172,1082,1
3097,10,395,31,2493,238,231,123,2568,1
3083,9,170,3,6037,234,236,133,2582,2
3333,17,60,17,2964,172,228,196,2200,7
2604,19,67,20,1657,218,250,158,2754,3
3336,4,626,41,926,219,243,160,1259,7
3056,5,726,-2,175,227,238,145,1092,2
2732,1,600,108,1495,220,236,152,751,2
2905,6,418,73,671,229,230,134,1463,2
3204,11,67,5,4200,238,226,118,1790,1
3180,29,60,22,4806,242,173,40,1421,1
2965,5,120,33,4306,210,231,159,5578,2
2913,9,295,52,2771,200,230,169,2164,2
3220,12,192,32,646,214,214,134,1189,2
2904,22,30,5,5689,163,246,218,1082,2
2773,11,90,16,1530,200,222,160,2187,2
3188,9,488,-19,3860,214,220,143,3877,1
2470,30,600,263,1061,151,176,154,319,3
2579,6,450,51,666,224,228,139,1209,6
2596,8,134,27,1366,213,225,149,4929,2
3087,9,518,24,450,233,225,124,1256,2
3522,18,883,316,2648,232,201,94,1054,1
3301,18,618,133,4290,169,242,211,2468,1
3128,5,324,-10,4535,226,231,139,1783,1
2765,9,190,8,1833,235,226,121,2739,2
3198,8,484,81,636,215,248,168,1981,1
2845,9,42,0,2672,232,240,139,2486,1
2323,5,301,61,256,214,245,168,451,3
3268,9,295,28,3273,213,249,171,1233,2
2429,14,335,88,812,223,249,155,1176,3
3233,9,182,20,5902,222,247,159,1071,1
3412,19,417,180,953,187,202,149,1414,7
3014,15,120,43,679,191,214,-9999,2514,1
3262,7,451,149,1209,229,228,133,2074,2
2732,6,420,43,2184,222,226,139,5898,2
2962,6,201,16,5192,223,244,156,2131,1
3263,4,212,8,1674,210,234,163,1173,1
2270,18,190,112,524,173,218,183,1530,3
2630,18,85,21,1260,242,206,86,560,5
3316,13,150,25,1570,222,212,123,3320,2
2527,5,474,14,983,222,228,142,3967,2
3016,8,256,26,3692,206,226,158,2179,2
3259,16,551,184,871,212,205,126,691,1
2819,6,30,4,1168,228,230,136,930,2
2903,10,182,24,541,219,218,134,1997,1
2664,21,446,172,834,191,194,136,560,2
3239,9,175,14,1995,235,236,132,127,7
3151,14,674,43,5929,180,239,199,1291,2
2870,24,309,57,3167,193,183,118,2352,1
3332,17,671,41,1922,211,201,122,2801,2
2852,9,67,12,2070,202,247,183,1110,1
3019,29,258,93,1953,126,213,220,1626,2
3207,12,30,12,1397,186,233,186,2634,1
3145,7,390,31,1849,216,225,-9999,2730,1
2511,8,510,77,361,199,237,177,866,6
2772,28,108,50,3487,250,214,71,5865,2
2781,2,67,2,2639,213,236,161,2114,2
3323,19,782,172,3182,174,249,211,850,1
2965,12,618,45,5372,187,232,185,1898,2
3240,10,371,56,247,192,239,-9999,1794,1
3064,16,270,24,4816,176,224,187,365,2
2755,4,201,27,2571,216,243,164,6725,2
2078,27,120,54,510,194,173,103,603,3
3111,15,300,136,2082,245,224,104,3722,1
2613,22,95,30,1806,250,221,87,2829,3
2975,21,210,113,658,160,215,192,1537,2
3221,23,90,-7,4164,198,184,114,3396,1
3042,8,108,3,4290,228,223,128,2535,2
2709,10,175,20,1950,238,228,120,1289,2
2952,19,201,-25,4460,198,198,133,2072,2
3048,11,350,-56,592,237,222,114,1510,1
3097,24,607,13,2845,187,186,129,2670,2
3055,25,170,12,1897,145,216,207,3466,1
3006,5,228,-3,4105,227,231,138,979,2
2890,6,443,65,1006,231,233,135,2546,1
3171,9,127,8,780,221,247,160,2423,1
3049,5,474,156,2142,219,228,145,1482,2
3318,20,108,18,2491,249,215,85,1869,1
2769,3,134,11,2614,216,243,163,6201,2
3211,15,365,39,4454,190,213,160,1650,1
2889,33,150,108,2457,137,244,231,1746,1
3127,16,234,-55,1875,243,213,96,1517,1
2663,14,192,33,2163,205,209,139,2433,6
2463,17,95,25,1142,174,221,186,295,6
2776,37,210,60,3115,133,153,141,1725,2
3178,3,30,1,5266,223,233,146,2871,2
3079,7,0,0,5155,229,228,132,876,1
3172,9,30,3,1275,234,238,135,1208,2
3037,10,42,7,2970,197,247,189,1101,2
2926,1,60,4,5081,219,235,153,3183,1
2706,24,95,15,1323,174,191,149,1679,2
3214,13,469,39,3602,221,211,123,4294,1
2711,9,371,-4,1273,224,221,131,1760,2
3219,7,60,3,4607,202,234,172,430,1
2464,16,162,1,30,175,226,190,362,3
3037,10,30,-3,5836,207,250,179,2490,1
3106,8,228,26,2825,223,222,134,5977,1
2963,6,376,43,5214,213,227,152,1997,2
3027,10,313,36,5547,224,218,127,5033,1
2327,19,379,103,1142,193,200,141,418,3
3038,18,300,13,2419,237,201,89,1747,1
2025,44,134,132,162,67,175,226,216,3
3038,25,570,13,2125,225,177,71,1983,1
2526,31,330,89,636,133,186,184,1302,2
2080,23,309,151,350,188,187,129,666,3
2468,7,201,67,690,214,226,148,1533,3
2654,20,42,15,1919,237,239,122,1565,2
2965,7,190,36,3540,215,225,147,6534,2
3203,20,450,127,983,205,193,119,1123,1
2788,6,335,17,2227,230,237,140,1813,2
3011,16,319,-2,3247,232,204,100,5619,2
2950,17,474,156,484,228,202,101,700,2
3281,7,216,38,2081,217,225,145,2550,1
3226,5,408,-7,313,207,235,166,1355,2
3078,13,30,-9,3548,239,236,124,2379,1
2983,17,268,88,5222,246,221,98,430,2
2328,26,108,42,1353,147,199,187,871,3
2986,16,787,188,2975,187,212,162,930,2
2942,16,258,69,1530,245,225,104,1988,2
3165,10,150,30,180,194,242,187,2713,2
3207,10,342,-39,2978,195,245,189,150,2
2786,13,270,37,1710,214,212,131,1209,1
2814,18,150,17,1719,178,211,171,2368,2
2339,2,351,-63,42,214,237,161,592,3
3451,15,242,32,5165,177,232,195,4050,7
3031,16,319,27,5384,224,248,152,4212,1
2764,7,577,33,1300,220,224,140,940,2
3310,19,743,87,2902,247,225,98,2674,1
3173,8,60,0,700,224,245,154,1361,1
3109,13,30,0,674,239,235,124,1784,2
2316,30,60,34,1411,125,229,235,759,6
2994,7,558,101,295,232,229,129,598,1
2963,3,134,37,1473,216,233,154,1355,2
3241,3,404,20,4455,225,237,147,2285,1
2942,8,212,29,4700,213,223,146,4291,1
2608,4,216,33,1485,224,231,143,4827,2
2808,8,509,51,4110,210,248,175,1714,2
2926,14,379,13,5770,197,252,190,5498,2
2611,6,242,54,2694,230,235,138,780,3
3173,18,190,12,3555,167,231,203,1921,1
3148,8,256,36,1550,216,247,166,2346,1
3352,6,201,30,1884,229,229,134,3255,7
3396,15,366,91,4357,208,253,177,3000,1
2479,25,42,2,918,214,178,85,959,3
2313,15,247,89,911,175,236,200,95,3
3040,22,180,48,3242,247,200,71,805,1
3088,31,283,21,1806,124,200,209,3396,1
2847,10,570,63,1983,212,219,144,1101,2
2955,13,495,55,5791,193,250,194,6144,2
2613,13,42,4,1865,208,211,138,4555,2
3086,13,424,49,1590,233,214,111,2881,2
2897,8,30,5,4284,211,224,150,3067,2
3167,9,342,15,5239,232,225,125,2648,2
2904,9,30,5,1275,199,227,167,2431,1
3397,9,765,207,1172,220,220,135,858,1
3329,23,696,108,1889,243,193,68,2505,2
2109,31,108,45,150,228,161,44,446,3
2473,9,212,38,607,202,228,164,1643,3
2642,21,201,-23,1724,178,201,158,1590,2
3191,10,474,74,938,212,219,144,2227,1
3087,14,360,-20,457,238,238,127,1768,1
3126,4,216,11,2590,225,231,142,1006,2
3116,12,309,10,3690,205,217,149,3796,1
2896,16,134,13,4734,234,242,134,212,2
2934,14,30,6,3247,183,225,181,2048,1
3132,9,509,62,6176,201,246,183,1914,2
2163,22,60,21,1358,251,212,78,335,3
2867,22,0,0,6175,163,208,182,4452,2
3358,4,360,47,864,224,241,152,1830,1
2977,14,150,25,4176,183,226,183,2308,1
2375,12,170,5,454,239,221,110,752,3
2753,18,218,48,277,201,200,132,2553,2
3186,12,300,46,731,240,225,114,2399,1
3202,17,162,40,1436,244,231,110,2648,1
2579,28,297,97,895,209,247,154,955,2
2916,2,351,16,5431,213,239,164,3983,2
2945,11,342,-80,474,190,230,179,882,1
2759,19,300,128,1298,200,196,128,2003,2
3155,6,331,24,3275,206,244,176,890,2
3093,23,376,52,5528,246,228,98,1620,2
2704,2,390,26,2312,221,236,151,1682,2
2176,30,247,124,1146,160,170,137,510,3
2471,8,0,0,900,234,235,132,750,6
2694,6,0,0,2898,225,228,138,1974,2
3124,18,90,9,2996,223,199,104,990,2
2902,8,108,6,3422,228,225,130,4270,2
3354,6,516,32,908,227,228,136,2491,7
3359,25,781,138,3479,185,254,194,2609,1
3066,15,566,-8,1533,227,207,109,3100,2
2072,31,350,-108,726,150,173,150,750,6
2892,6,0,0,4317,222,227,140,3099,2
2623,2,335,33,1040,215,237,160,5527,2
3200,22,488,124,1116,170,199,164,1842,2
3134,19,124,45,1020,238,199,85,1077,1
2911,6,162,45,3254,229,239,144,2925,2
3403,8,361,64,1592,209,226,155,1167,7
2712,14,212,69,1230,191,218,165,1879,2
2804,13,541,70,285,240,219,108,960,2
3286,10,685,95,6067,226,245,151,2942,2
3001,6,30,-6,3663,214,228,151,2603,1
3074,12,182,26,1961,237,219,112,3529,1
2827,16,390,92,1781,219,203,114,2718,2
3033,13,987,235,3059,226,211,115,882,2
3093,5,532,39,2806,212,232,158,1826,2
3368,15,216,24,5160,190,214,162,3420,7
3114,15,711,83,2799,244,229,111,2789,2
3247,13,607,44,1565,187,246,197,1350,1
2917,15,577,165,1401,237,212,103,1657,2
3091,22,210,44,4450,233,190,80,2465,2
2446,24,469,208,774,148,219,208,335,3
2114,18,0,0,1205,245,230,107,1282,4
2546,8,0,0,1565,219,224,141,4581,2
2524,17,127,16,510,244,211,90,283,2
3199,18,255,54,1329,179,211,169,573,1
3022,12,0,0,4547,200,218,155,492,2
3310,12,108,40,5889,186,234,189,480,1
3011,10,765,92,5885,211,250,173,3290,2
3076,32,534,263,1714,181,249,184,514,2
3044,7,0,0,3388,232,229,129,2873,1
3260,13,150,15,3443,223,248,155,755,1
2400,5,247,74,1054,225,230,141,1158,6
3077,26,210,-2,1022,227,175,64,1269,1
2899,16,60,18,2541,174,237,203,127,2
2942,15,124,33,5890,184,248,202,5057,2
2877,27,218,72,2725,251,189,49,1134,2
3076,10,721,217,1972,222,218,130,2993,1
2724,35,201,105,1830,190,243,161,1183,2
3141,24,268,58,1065,234,185,71,2279,2
2928,17,67,20,4385,180,216,174,2423,2
2754,15,210,54,2383,208,208,134,2322,2
3198,16,408,47,2442,214,252,167,964,1
3269,11,190,39,4745,192,229,177,2761,1
3341,13,153,25,3763,222,249,157,1931,7
3038,21,30,14,1064,243,197,74,1380,1
3413,17,685,121,2534,180,215,172,1282,1
2947,28,450,27,2854,131,209,212,361,1
3149,10,150,10,2937,215,218,138,3436,2
2916,11,466,61,3917,211,217,142,5501,2
2925,17,247,45,2315,245,212,90,607,2
3291,13,750,0,1765,218,211,126,2844,2
3065,20,1034,196,2640,215,192,105,1358,2
2199,8,270,127,30,199,235,175,376,3
3006,15,108,16,977,232,244,138,685,2
2876,18,85,27,3334,176,216,179,2563,2
2899,18,60,21,1253,247,215,90,1616,2
2724,14,180,36,2139,183,224,181,2047,2
3067,5,642,33,6291,210,233,162,3108,2
2774,23,366,141,2415,250,200,65,2166,3
3355,14,402,13,5198,188,219,169,3241,7
2784,12,175,33,1909,240,226,114,618,2
3266,16,180,43,3211,206,206,134,3215,2
3188,13,175,28,3666,235,241,134,1719,2
3266,14,812,150,2370,244,224,107,2440,1
2900,6,108,3,2117,227,227,135,2368,2
3060,12,192,0,5860,219,249,163,2630,1
2917,15,525,135,1273,199,209,146,2250,2
3024,17,30,6,6571,237,240,126,3247,2
3162,9,182,46,3387,236,232,127,4326,1
2363,19,569,225,607,165,233,207,1650,3
2787,18,42,1,1445,169,222,192,1851,6
2654,27,60,21,2355,254,200,56,2479,3
2929,19,433,134,4601,201,198,129,5147,2
2711,11,0,0,1758,239,225,116,1445,2
2836,27,201,90,824,253,196,53,1282,5
2748,12,120,21,1851,213,213,134,1499,2
3151,22,384,73,256,244,230,104,3443,2
3248,14,192,19,5622,241,218,104,1036,2
2968,19,600,172,1130,246,208,83,924,2
3190,6,532,44,4614,231,235,137,2234,2
2426,30,67,20,1071,178,166,111,1084,6
3224,10,272,25,382,234,222,119,1262,1
3361,18,430,99,4449,218,251,159,2782,1
2949,5,376,80,3181,212,229,155,2254,2
2827,10,509,207,577,224,219,128,819,2
2604,9,120,-15,1237,226,221,129,361,2
2915,26,573,78,1243,159,192,166,930,2
3080,14,560,16,4091,223,208,116,3256,2
3262,14,175,23,4708,224,248,153,2683,1
2760,10,212,4,2191,234,238,134,1430,2
3130,15,120,17,1208,233,209,105,2250,2
2451,13,90,21,1191,185,241,196,870,6
2338,26,90,56,938,229,175,64,934,6
3255,23,300,90,3425,210,184,101,2125,1
3107,2,306,58,1676,222,236,150,618,2
3024,6,778,177,5598,217,227,147,5295,1
2762,8,297,39,2605,220,222,137,6804,1
2849,25,390,182,418,218,177,80,1888,2
3049,13,495,-71,1962,186,244,197,2334,2
2578,13,162,26,1134,204,215,148,1266,2
3345,24,247,23,3216,232,183,70,1853,7
2647,10,150,22,810,211,219,143,1616,2
3187,8,150,14,1366,198,240,182,95,1
2985,5,927,154,1142,206,235,168,2078,2
3050,22,433,7,1064,206,187,109,2003,1
2676,11,451,64,966,209,217,145,1205,2
3303,29,997,184,3737,130,227,230,2357,1
2842,9,268,69,2244,227,221,127,2885,1
2756,10,690,13,1484,237,228,121,842,2
2757,15,134,-37,124,186,219,171,674,1
2325,7,247,127,960,231,236,137,792,3
2104,20,67,23,192,165,218,191,793,6
3104,20,67,10,2807,219,191,98,3992,1
2718,11,30,-6,2333,228,245,148,741,2
3027,13,330,103,4409,239,218,108,2190,2
2414,14,499,222,1380,189,220,170,511,3
3130,11,511,73,600,238,232,123,1316,2
3035,6,0,0,2068,222,226,139,1470,1
3114,11,-9999,70,1634,213,217,139,531,2
2683,7,30,1,1599,204,231,166,2297,2
2843,10,283,45,2218,226,218,125,2906,1
2794,20,270,119,2190,161,236,213,242,2
3411,13,633,211,2343,216,251,166,878,1
3162,15,124,7,1561,221,205,116,1674,1
3082,8,228,6,3216,228,224,130,937,2
2974,7,808,184,1019,201,237,175,2394,2
3313,9,210,-8,3237,230,221,124,1892,1
3094,9,516,68,2314,229,243,146,1566,2
2224,28,67,14,1531,244,179,46,824,3
3417,3,765,213,1120,221,232,147,912,1
2748,5,424,54,1315,206,241,174,1889,2
3311,6,437,30,3544,204,238,172,1429,1
2979,31,323,145,1358,119,219,231,1128,1
2916,6,240,7,4961,224,226,137,3505,2
3083,7,120,7,1719,224,224,135,849,1
2762,5,192,42,1537,227,230,137,2215,2
2972,18,242,5,566,243,208,88,488,1
2596,8,218,3,738,231,226,128,5586,2
2077,26,0,0,510,140,222,218,242,3
2596,38,258,130,832,171,132,72,1316,2
2678,15,42,7,1421,202,209,142,641,5
2096,20,175,76,268,245,202,77,474,3
2745,18,60,13,3242,185,208,159,6067,1
2101,25,127,68,418,143,220,213,594,6
3016,6,616,97,2024,227,241,148,2696,2
2325,16,443,244,1415,175,232,196,973,3
2779,10,277,20,2755,234,222,119,5939,2
2718,19,300,135,2014,246,228,102,2621,3
2668,3,0,0,1290,215,234,157,3312,2
3223,19,417,46,2536,211,253,169,1057,1
2928,5,120,0,1789,221,228,143,2580,2
2888,7,0,0,3177,218,225,143,1908,2
3339,20,242,57,2233,170,212,179,2962,1
3383,10,920,133,1177,200,225,163,1935,7
2913,4,30,1,1158,214,232,155,3037,1
2771,24,365,153,1475,162,198,170,1243,2
3199,9,532,55,6118,206,224,157,1203,1
3276,8,390,65,5221,216,223,144,285,1
3163,19,335,18,335,190,200,144,2079,1
2950,15,108,17,3758,241,214,99,2105,2
3143,17,741,144,2215,238,207,94,2766,1
3079,21,531,113,384,179,198,154,1084,1
2531,18,162,76,700,177,212,173,492,6
3004,15,492,180,5192,185,216,169,5206,2
2891,7,60,5,1931,213,247,170,1533,5
3173,11,566,164,808,192,227,174,1943,1
3173,22,218,-7,3181,226,245,140,866,2
3151,11,674,108,6092,192,244,191,1573,2
2768,8,90,10,2671,202,231,168,6184,2
3139,19,170,19,2928,242,202,83,2975,2
3004,5,700,95,5640,209,243,172,3005,2
2610,9,30,4,1945,198,230,172,2732,6
2954,11,499,91,2801,210,217,143,1809,2
2612,20,256,61,1230,249,209,80,470,2
2688,22,124,55,2347,251,204,70,2418,3
3205,10,277,57,5760,229,221,124,2101,2
3659,13,680,247,2942,191,221,169,1265,1
3021,7,600,3,4246,209,227,156,3287,2
3462,13,268,41,5172,182,234,192,4110,7
2836,8,216,38,1978,211,223,148,1770,2
3254,5,564,63,3651,222,229,143,2439,1
2995,7,170,41,2177,205,232,166,658,2
2970,21,301,153,330,201,191,120,797,2
3132,25,470,65,979,149,205,192,1630,1
3175,7,510,82,2847,204,230,165,3569,1
2239,30,60,42,1144,156,172,143,642,3
2995,23,234,90,2725,188,254,194,1766,2
2515,7,60,9,576,221,224,138,5636,2
2837,9,134,-1,1597,225,220,128,2451,2
2968,8,190,9,4116,234,233,130,5604,2
2545,18,255,99,618,247,224,98,937,3
2988,13,212,-18,2096,213,211,133,1150,1
2954,6,480,107,1517,231,234,136,2320,2
3045,15,437,116,1410,180,223,182,3113,1
3056,10,256,24,1138,210,221,147,153,1
3085,15,365,22,4796,230,208,108,532,2
2994,15,618,113,1710,224,206,113,2962,2
2572,19,366,74,845,249,219,91,1284,3
2955,7,120,10,4689,200,238,178,5910,2
3006,13,242,54,1182,206,213,144,511,2
2395,11,0,0,864,199,250,187,1201,6
2731,20,339,-26,1597,191,198,141,1430,2
3349,18,454,115,1800,222,198,104,2071,1
2886,20,124,44,1027,238,238,119,2138,2
2161,26,170,39,488,215,173,78,779,3
3017,10,127,18,5060,237,233,126,3216,2
2601,17,300,133,564,175,221,185,450,2
3507,16,67,-4,1825,246,224,102,1805,7
3211,5,30,-1,5910,228,234,140,882,1
2985,11,85,11,771,190,233,183,2726,2
3031,19,0,0,5137,232,197,90,1806,1
